Domain name,Domain type,Agency,Organization name,City,State,Security contact email,URL,HasRobotsTxt,UserAgents
lauderhillfl.gov,City,Non-Federal Agency,City of Lauderhill,Lauderhill,FL,info@lauderhill-fl.gov,http://lauderhillfl.gov,False,[]
laurelmd.gov,City,Non-Federal Agency,"City of Laurel, Maryland",Laurel,MD,security@laurel.md.us,http://laurelmd.gov,False,[]
lauriemo.gov,City,Non-Federal Agency,City of Laurie Missouri,Gravois Mills,MO,(blank),http://lauriemo.gov,True,[]
lavergnetn.gov,City,Non-Federal Agency,City of La Vergne,La Vergne,TN,(blank),http://lavergnetn.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lavernia-tx.gov,City,Non-Federal Agency,"City of La Vernia, Texas",La Vernia,TX,(blank),http://lavernia-tx.gov,False,[]
lavoniaga.gov,City,Non-Federal Agency,City of Lavonia,Lavonia,GA,security@lavonia-ga.com,http://lavoniaga.gov,True,[]
lavontx.gov,City,Non-Federal Agency,City of Lavon,Lavon,TX,security@lavontx.gov,http://lavontx.gov,False,[]
lawrenceburgtn.gov,City,Non-Federal Agency,City of Lawrenceburg,Lawrenceburg,TN,sbarnett@lawrenceburgtn.gov,http://lawrenceburgtn.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lawrenceks.gov,City,Non-Federal Agency,"City of Lawrence, KS",Lawrence,KS,(blank),http://lawrenceks.gov,False,[]
lawrencepa.gov,City,Non-Federal Agency,Lawrence Township Board of Supervisors,Clearfield,PA,(blank),http://lawrencepa.gov,False,[]
lawrencevillega.gov,City,Non-Federal Agency,City of Lawrenceville,Lawrenceville,GA,security@lawrencevillega.org,http://lawrencevillega.gov,False,[]
lawrencewi.gov,City,Non-Federal Agency,Town of Lawrence,De Pere,WI,aschmitt@appletontech.com,http://lawrencewi.gov,True,"['ZyBORG', 'SiteSnagger', 'WebStripper', 'HTTrack', 'WebZIP', 'WebCopier', 'sitecheck.internetseer.com', 'Zealbot', 'Offline Explorer', 'Fetch', 'Zao', 'NPBot', 'UbiCrawler', 'Microsoft.URL.Control', 'Xenu', 'larbin', 'DOC', 'FunWebProducts', 'MSIECrawler', 'WebReaper', 'Download Ninja', 'linko', 'libwww', 'k2spider', 'Teleport', 'TeleportPro']"
lawsonmo.gov,City,Non-Federal Agency,"City of Lawson, MO",Lawson,MO,info@cityoflawsonmo.org,http://lawsonmo.gov,True,[]
lawsonmopd.gov,City,Non-Federal Agency,City of Lawson MO,Lawson,MO,info@cityoflawsonmo.org,http://lawsonmopd.gov,False,[]
lawtonmi.gov,City,Non-Federal Agency,Village of Lawton,Lawton,MI,(blank),http://lawtonmi.gov,False,[]
lawtonok.gov,City,Non-Federal Agency,City of Lawton,Lawton,OK,its-operations@lawtonok.gov,http://lawtonok.gov,False,[]
lbts-fl.gov,City,Non-Federal Agency,Town of Lauderdale-By-The-Sea,Lauderdale-By-The-Sea,FL,LUCILAL@lbts-fl.gov,http://lbts-fl.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leadville-co.gov,City,Non-Federal Agency,City of Leadville,Leadville,CO,itdept@leadville-co.gov,http://leadville-co.gov,False,[]
leaguecitytexas.gov,City,Non-Federal Agency,City of League City,League City,TX,noc@leaguecitytx.gov,http://leaguecitytexas.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leaguecitytx.gov,City,Non-Federal Agency,City of League City,League City,TX,noc@leaguecitytx.gov,http://leaguecitytx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leandertx.gov,City,Non-Federal Agency,City of Leander,Leander,TX,ssmith@leandertx.gov,http://leandertx.gov,False,[]
lebanonct.gov,City,Non-Federal Agency,Town of Lebanon,Lebanon,CT,(blank),http://lebanonct.gov,False,[]
lebanondodgewi.gov,City,Non-Federal Agency,Town of Lebanon,Lebanon,WI,(blank),http://lebanondodgewi.gov,False,[]
lebanonnh.gov,City,Non-Federal Agency,City of Lebanon,Lebanon,NH,webmaster@lebanonnh.gov,http://lebanonnh.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lebanonohio.gov,City,Non-Federal Agency,City of Lebanon,Lebanon,OH,mhawkey@lebanonohio.gov,http://lebanonohio.gov,False,[]
lebanonoregon.gov,City,Non-Federal Agency,City of Lebanon,Lebanon,OR,helpdesk@ci.lebanon.or.us,http://lebanonoregon.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leclaireiowa.gov,City,Non-Federal Agency,"City of LeClaire, Iowa",LeClaire,IA,(blank),http://leclaireiowa.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leedsalabama.gov,City,Non-Federal Agency,City of Leeds,Leeds,AL,BWATSON@LEEDSALABAMA.GOV,http://leedsalabama.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leelanautownshipmi.gov,City,Non-Federal Agency,Leelanau Township,Northport,MI,(blank),http://leelanautownshipmi.gov,True,[]
leesburgflorida.gov,City,Non-Federal Agency,City of Leesburg Florida,Leesburg,FL,(blank),http://leesburgflorida.gov,False,[]
leesburgtownshipoh.gov,City,Non-Federal Agency,Leesburg Township,Marysville,OH,(blank),http://leesburgtownshipoh.gov,True,[]
leesburgva.gov,City,Non-Federal Agency,"Town of Leesburg, Virginia",Leesburg,VA,mrussell@leesburgva.gov,http://leesburgva.gov,False,[]
leesvillela.gov,City,Non-Federal Agency,City of Leesville,Leesville,LA,(blank),http://leesvillela.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
legrand-ia.gov,City,Non-Federal Agency,City of Le Grand,Le Grand,IA,(blank),http://legrand-ia.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
lehifibernetwork.gov,City,Non-Federal Agency,Lehi City,Lehi,UT,tkelsey@lehi-ut.gov,http://lehifibernetwork.gov,True,[]
lehi-ut.gov,City,Non-Federal Agency,Lehi City Corp,Lehi,UT,cfox@lehi-ut.gov,http://lehi-ut.gov,True,[]
leicestervt.gov,City,Non-Federal Agency,Town of Leicester,Leicester,VT,LEICESTERVT2@COMCAST.NET,http://leicestervt.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
lemontownshippa.gov,City,Non-Federal Agency,Lemon Township,Tunkhannock,PA,security@moodusmedia.com,http://lemontownshippa.gov,False,[]
lenexa-ks.gov,City,Non-Federal Agency,"City of Lenexa, Kansas",Lenexa,KS,asitzes@lenexa.com,http://lenexa-ks.gov,False,[]
lennoxsd.gov,City,Non-Federal Agency,"City of Lennox, South Dakota",Lennox,SD,nvp@cityoflennoxsd.com,http://lennoxsd.gov,False,[]
lenoircitytn.gov,City,Non-Federal Agency,City of Lenoir City,Lenoir City,TN,(blank),http://lenoircitytn.gov,True,[]
lenoir-nc.gov,City,Non-Federal Agency,City of Lenoir,Lenoir,NC,infosec@ci.lenoir.nc.us,http://lenoir-nc.gov,False,[]
lenoirnc.gov,City,Non-Federal Agency,City of Lenoir,Lenoir,NC,infosec@ci.lenoir.nc.us,http://lenoirnc.gov,False,[]
lenoxny.gov,City,Non-Federal Agency,Town of Lenox,Canastota,NY,security@LenoxNY.gov,http://lenoxny.gov,False,[]
leolawi.gov,City,Non-Federal Agency,Town of Leola,Plainfield,WI,nbflanagan@gmail.com,http://leolawi.gov,False,[]
leominster-ma.gov,City,Non-Federal Agency,City Of Leominster,Leominster,MA,bsheng@hiq.com,http://leominster-ma.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
leonardtownmd.gov,City,Non-Federal Agency,Commissioners of Leonardtown,Leonardtown,MD,(blank),http://leonardtownmd.gov,False,[]
leonianj.gov,City,Non-Federal Agency,Borough of Leonia,Leonia,NJ,(blank),http://leonianj.gov,False,[]
leonvalleytexas.gov,City,Non-Federal Agency,City of Leon Valley,Leon Valley,TX,d.gonzalez@leonvalleytexas.gov,http://leonvalleytexas.gov,False,[]
leroytownship-mi.gov,City,Non-Federal Agency,Leroy Township,Webberville,MI,(blank),http://leroytownship-mi.gov,True,[]
leroytwp-calhounmi.gov,City,Non-Federal Agency,Leroy Township,East Leroy,MI,support@itright.com,http://leroytwp-calhounmi.gov,True,[]
lewesbpwde.gov,City,Non-Federal Agency,Lewes Board of Public Works,Lewes,DE,jgritton@lewesbpw.com,http://lewesbpwde.gov,True,[]
lewisborony.gov,City,Non-Federal Agency,Town of Lewisboro,South Salem,NY,(blank),http://lewisborony.gov,False,[]
lewisboropd.gov,City,Non-Federal Agency,Lewisboro Police Department,South Salem,NY,(blank),http://lewisboropd.gov,False,[]
lewisburgtn.gov,City,Non-Federal Agency,City of Lewisburg,Lewisburg,TN,(blank),http://lewisburgtn.gov,True,[]
lewistonmaine.gov,City,Non-Federal Agency,City of Lewiston,Lewiston,ME,(blank),http://lewistonmaine.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lewistonutah.gov,City,Non-Federal Agency,Lewiston City,Lewiston,UT,support@townweb.com,http://lewistonutah.gov,False,[]
lexingtonil.gov,City,Non-Federal Agency,City of Lexington,Lexington,IL,abuse@lexingtonil.gov,http://lexingtonil.gov,True,[]
lexingtonky.gov,City,Non-Federal Agency,Lexington-Fayette Urban County Government,lexington,KY,abuse@lexingtonky.gov,http://lexingtonky.gov,True,[]
lexington-ma.gov,City,Non-Federal Agency,Town of Lexington,Lexington,MA,itdir@lexingtonma.gov,http://lexington-ma.gov,False,[]
lexingtonma.gov,City,Non-Federal Agency,Town of Lexington MA,Lexington,MA,itdir@lexingtonma.gov,http://lexingtonma.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lexingtonnc.gov,City,Non-Federal Agency,City Of Lexington,Lexington,NC,BLShoaf@LexingtonNC.gov,http://lexingtonnc.gov,False,[]
lexingtonok.gov,City,Non-Federal Agency,City of Lexington,Lexington,OK,john@slateit.net,http://lexingtonok.gov,False,[]
lexingtontn.gov,City,Non-Federal Agency,"City of Lexington, TN",Lexington,TN,cwilliams@mapletronics.com,http://lexingtontn.gov,False,[]
lexingtonva.gov,City,Non-Federal Agency,"City of Lexington, Va",Lexington,VA,infotech@lexingtonva.gov,http://lexingtonva.gov,False,[]
lexsc.gov,City,Non-Federal Agency,Town of Lexington,Lexington,SC,itdotgov@lexsc.com,http://lexsc.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lhcaz.gov,City,Non-Federal Agency,Lake Havasu City ,Lake Havasu City,AZ,postmaster@lhcaz.gov,http://lhcaz.gov,False,[]
libertygrovewi.gov,City,Non-Federal Agency,Town of Liberty Grove,Sister Bay,WI,(blank),http://libertygrovewi.gov,False,[]
libertyhilltx.gov,City,Non-Federal Agency,City of Liberty Hill,Liberty Hill,TX,wgunz@libertyhilltx.gov,http://libertyhilltx.gov,False,[]
libertyin.gov,City,Non-Federal Agency,Liberty Indiana Town Board,Liberty,IN,libertytown56@gmail.com,http://libertyin.gov,False,[]
libertylakewa.gov,City,Non-Federal Agency,City of Liberty Lake,Liberty Lake,WA,it.services@libertylakewa.gov,http://libertylakewa.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
libertylakewapd.gov,City,Non-Federal Agency,City of Liberty Lake,Liberty Lake,WA,thenderson@libertylakewa.gov,http://libertylakewapd.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
libertymissouri.gov,City,Non-Federal Agency,City of Liberty,Liberty,MO,nzbound@libertymo.gov,http://libertymissouri.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
libertymo.gov,City,Non-Federal Agency,City of Liberty,Liberty,MO,nzbound@libertymo.gov,http://libertymo.gov,False,[]
libertytwpadamspa.gov,City,Non-Federal Agency,Liberty Township,Fairfield,PA,jeff@totaltechsolutionsllc.com,http://libertytwpadamspa.gov,True,[]
lickingtwplc.gov,City,Non-Federal Agency,Licking Township,Jacksontown,OH,webmaster@lickingtwplc.gov,http://lickingtwplc.gov,True,[]
lighthousepointfl.gov,City,Non-Federal Agency,City of Lighthouse Point,Lighthouse Point,FL,lhpadmin@lighthousepoint.com,http://lighthousepointfl.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
ligonier-in.gov,City,Non-Federal Agency,City of Ligonier,Ligonier,IN,(blank),http://ligonier-in.gov,False,[]
limaohio.gov,City,Non-Federal Agency,"City of Lima, OH",Lima,OH,abuse@cityhall.lima.oh.us,http://limaohio.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
limatownshipmi.gov,City,Non-Federal Agency,Lima Township,Chelsea,MI,lima@limatownshipmi.gov,http://limatownshipmi.gov,True,[]
limingtonmaine.gov,City,Non-Federal Agency,Town of Limington,Limington,ME,security@limingtonmaine.gov,http://limingtonmaine.gov,False,[]
lincolnadamscountywi.gov,City,Non-Federal Agency,Town of Lincoln,Westfield,WI,richard@richardchurch.com,http://lincolnadamscountywi.gov,True,[]
lincolnca.gov,City,Non-Federal Agency,City of Lincoln,Lincoln,CA,coladmin@lincolnca.gov,http://lincolnca.gov,False,[]
lincolnil.gov,City,Non-Federal Agency,City of Lincoln,Lincoln,IL,webmaster@lincolnil.gov,http://lincolnil.gov,True,[]
lincolnri.gov,City,Non-Federal Agency,Town of Lincoln,Lincoln,RI,kwingate@lincolnpoliceri.com,http://lincolnri.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lincolnshireil.gov,City,Non-Federal Agency,Village of Lincolnshire,Lincolnshire,IL,(blank),http://lincolnshireil.gov,True,[]
lincolntonnc.gov,City,Non-Federal Agency,City of Lincolnton,Lincolnton,NC,security@lincolntonnc.gov,http://lincolntonnc.gov,False,[]
lindale-tx.gov,City,Non-Federal Agency,City of Lindale,Lindale,TX,jillc@lindaletx.gov,http://lindale-tx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lindaletx.gov,City,Non-Federal Agency,City of Lindale,Lindale,TX,JILLC@LINDALETX.GOV,http://lindaletx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lindenfd-nj.gov,City,Non-Federal Agency,City of Linden,Linden,NJ,security@teliapp.com,http://lindenfd-nj.gov,False,[]
linden-nj.gov,City,Non-Federal Agency,TeliApp Corporation,Linden,NJ,technology@linden-nj.gov,http://linden-nj.gov,True,[]
lindentx.gov,City,Non-Federal Agency,City of Linden,Linden,TX,(blank),http://lindentx.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
lindenwoldnj.gov,City,Non-Federal Agency,Borough of Lindenwold,Lindenwold,NJ,support@belliatech.com,http://lindenwoldnj.gov,True,[]
lindon.gov,City,Non-Federal Agency,Lindon City,Lindon,UT,(blank),http://lindon.gov,False,[]
lindsborgks.gov,City,Non-Federal Agency,City of Lindsborg,Lindsborg,KS,administrator@reachyoursolution.com,http://lindsborgks.gov,False,[]
linndalevillage-oh.gov,City,Non-Federal Agency,Village of Linndale,Linndale,OH,mgunn@westparkpc.com,http://linndalevillage-oh.gov,True,[]
lisbonwi.gov,City,Non-Federal Agency,Town of Lisbon,Lisbon,WI,villagehall@lisbonwi.gov,http://lisbonwi.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
litchfield-nh.gov,City,Non-Federal Agency,Town of Litchfield New Hampshire,Litchfield,NH,it@litchfieldnh.gov,http://litchfield-nh.gov,False,[]
litchfieldnh.gov,City,Non-Federal Agency,"Town of Litchfield, New Hampshire",Litchfield,NH,it@litchfieldnh.gov,http://litchfieldnh.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
litchfieldpark.gov,City,Non-Federal Agency,The City of Litchfield Park,Litchfield Park,AZ,infotech@litchfieldpark.gov,http://litchfieldpark.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
littlecompton.gov,City,Non-Federal Agency,Town of Little Compton,Little Compton,RI,(blank),http://littlecompton.gov,False,[]
littleelm.gov,City,Non-Federal Agency,"Town of Little Elm, Texas",Little Elm,TX,(blank),http://littleelm.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
littleflockar.gov,City,Non-Federal Agency,City of Little Flock,Little Flock,AR,(blank),http://littleflockar.gov,False,[]
littleforkmn.gov,City,Non-Federal Agency,City of Littlefork,Littlefork,MN,support@smalltowntech.shop,http://littleforkmn.gov,True,[]
littlerockar.gov,City,Non-Federal Agency,City,Little Rock,AR,oharrison@littlerock.gov,http://littlerockar.gov,False,[]
littlerock.gov,City,Non-Federal Agency,City,Little Rock,AR,oharrison@littlerock.gov,http://littlerock.gov,True,[]
littlesilvernj.gov,City,Non-Federal Agency,Borough of Little Silver,Little Silver,NJ,kburke@littlesilver.org,http://littlesilvernj.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
littletonco.gov,City,Non-Federal Agency,City of Littleton,Littleton,CO,jmedina@littletongov.org,http://littletonco.gov,True,[]
livermoreca.gov,City,Non-Federal Agency,City of Livermore,Livermore,CA,dehester@cityoflivermore.net,http://livermoreca.gov,False,[]
livermorepoliceca.gov,City,Non-Federal Agency,Livermore Police Department,Livermore,CA,(blank),http://livermorepoliceca.gov,False,[]
livingstonca.gov,City,Non-Federal Agency,City of Livingston,Livingston,CA,helpdesk@midvalleyit.com,http://livingstonca.gov,False,[]
livingstontx.gov,City,Non-Federal Agency,City of Livingston,Livingston,TX,helpdesk@blueirontech.com,http://livingstontx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
livonia.gov,City,Non-Federal Agency,City of Livonia,Livonia,MI,cstuckey@livonia.gov,http://livonia.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lockhavenpa.gov,City,Non-Federal Agency,Lock Haven City,Lock Haven,PA,(blank),http://lockhavenpa.gov,True,[]
lockportny.gov,City,Non-Federal Agency,City of Lockport,Lockport,NY,support@lockportny.gov,http://lockportny.gov,False,[]
locustgrove-ga.gov,City,Non-Federal Agency,City of Locust Grove,Locust Grove,GA,(blank),http://locustgrove-ga.gov,False,[]
lodica.gov,City,Non-Federal Agency,City of Lodi,Lodi,CA,bbuecher@lodi.gov,http://lodica.gov,False,[]
lodi.gov,City,Non-Federal Agency,City of Lodi,Lodi,CA,bbuecher@lodi.gov,http://lodi.gov,False,[]
logantownship-pa.gov,City,Non-Federal Agency,Logan Township,Altoona,PA,(blank),http://logantownship-pa.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
loganutah.gov,City,Non-Federal Agency,City of Logan,Logan,UT,(blank),http://loganutah.gov,False,[]
loganville-ga.gov,City,Non-Federal Agency,City of Loganville,Loganville,GA,support@loganville-ga.gov,http://loganville-ga.gov,False,[]
lomalinda-ca.gov,City,Non-Federal Agency,City of Loma Linda,Loma Linda,CA,isalert@lomalinda-ca.gov,http://lomalinda-ca.gov,False,[]
londonbritaintownship-pa.gov,City,Non-Federal Agency,London Britiain Township,Landenberg,PA,(blank),http://londonbritaintownship-pa.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
londonderrynhfire.gov,City,Non-Federal Agency,Londonderry Fire Department,Londonderry,NH,SecurityMgr@Londonderrynh.org,http://londonderrynhfire.gov,False,[]
londonderrynh.gov,City,Non-Federal Agency,Town of Londonderry,Londonderry,NH,security@londonderrynh.org,http://londonderrynh.gov,False,[]
londonderrynhpd.gov,City,Non-Federal Agency,Londonderry Police Dept,Londonderry,NH,securitymgr@londonderrynhpd.gov,http://londonderrynhpd.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
londonky.gov,City,Non-Federal Agency,City of London,London,KY,estallard@londonky.gov,http://londonky.gov,True,[]
londonohio.gov,City,Non-Federal Agency,City of London Ohio,London,OH,(blank),http://londonohio.gov,True,[]
londontwpmi.gov,City,Non-Federal Agency,London Township,Milan,MI,kps@shumakergroup.com,http://londontwpmi.gov,True,[]
longbeach.gov,City,Non-Federal Agency,City of Long Beach California,Long Beach,CA,(blank),http://longbeach.gov,True,[]
longbeachms.gov,City,Non-Federal Agency,City of Long Beach,Long Beach,MS,lbpd@longbeachms.gov,http://longbeachms.gov,False,[]
longbeachny.gov,City,Non-Federal Agency,City of Long Beach,Long Beach,NY,jroman@longbeachny.gov,http://longbeachny.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
longbeachwa.gov,City,Non-Federal Agency,"City of Long Beach, Washington",Long Beach,WA,asmith@longbeachwa.gov,http://longbeachwa.gov,False,[]
longgroveil.gov,City,Non-Federal Agency,Village of Long Grove,Long Grove,IL,(blank),http://longgroveil.gov,False,[]
longhillnj.gov,City,Non-Federal Agency,Township of Long Hill,Long Hill,NJ,(blank),http://longhillnj.gov,False,[]
longlakemn.gov,City,Non-Federal Agency,City of Long Lake,Long Lake,MN,(blank),http://longlakemn.gov,False,[]
longlakeny.gov,City,Non-Federal Agency,Town of Long Lake,Long Lake,NY,supervisor@mylonglake.com,http://longlakeny.gov,True,[]
longmeadowma.gov,City,Non-Federal Agency,Town of Longmeadow,Longmeadow,MA,security@longmeadow.org,http://longmeadowma.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
longmontcolorado.gov,City,Non-Federal Agency,City of Longmont,Longmont,CO,security@longmontcolorado.gov,http://longmontcolorado.gov,False,[]
longmont.gov,City,Non-Federal Agency,City of Longmont,Longmont,CO,security@longmontcolorado.gov,http://longmont.gov,False,[]
longportnj.gov,City,Non-Federal Agency,Borough of Longport,Longport,NJ,(blank),http://longportnj.gov,False,[]
longviewnc.gov,City,Non-Federal Agency,Town of Long View,Hickory,NC,info@mail.ci.longview.nc.us,http://longviewnc.gov,False,[]
longviewtexas.gov,City,Non-Federal Agency,City of Longview,Longview,TX,(blank),http://longviewtexas.gov,False,[]
longviewtx.gov,City,Non-Federal Agency,"City of Longview, TX",Longview,TX,(blank),http://longviewtx.gov,False,[]
lorenatx.gov,City,Non-Federal Agency,City of Lorena Texas,Lorena,TX,(blank),http://lorenatx.gov,False,[]
losaltosca.gov,City,Non-Federal Agency,City of Los Altos,Los Altos,CA,itadmin@losaltosca.gov,http://losaltosca.gov,False,[]
losbanos.gov,City,Non-Federal Agency,City of Los Banos,Los Banos,CA,(blank),http://losbanos.gov,False,[]
losgatosca.gov,City,Non-Federal Agency,Town of Los Gatos,Los Gatos,CA,skim@losgatosca.gov,http://losgatosca.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
loslunasnm.gov,City,Non-Federal Agency,Village of Los Lunas,Los Lunas,NM,support@loslunasnm.gov,http://loslunasnm.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
losranchosnm.gov,City,Non-Federal Agency,Village of Los Ranchos de Albuquerque,Los Ranchos de Albuquerque,NM,tsilva@losranchosnm.gov,http://losranchosnm.gov,False,[]
lott-tx.gov,City,Non-Federal Agency,City of Lott,Lott,TX,(blank),http://lott-tx.gov,False,[]
louisaky.gov,City,Non-Federal Agency,City of Louisa,Louisa,KY,(blank),http://louisaky.gov,False,[]
louisburgkansas.gov,City,Non-Federal Agency,City of Louisburg,Louisburg,KS,(blank),http://louisburgkansas.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
louisianamo.gov,City,Non-Federal Agency,City of Louisiana,Louisiana,MO,hunttechguy@gmail.com,http://louisianamo.gov,False,[]
louisvilleco.gov,City,Non-Federal Agency,City of Louisville,Louisville,CO,netadmin@louisvilleco.gov,http://louisvilleco.gov,False,[]
louisvillega.gov,City,Non-Federal Agency,City of Louisville,Louisville,GA,rsapp@louisvillega.gov,http://louisvillega.gov,False,[]
louisville.gov,City,Non-Federal Agency,Louisville Metro Government (City of Louisville),Louisville,KY,cybersecurity@louisvilleky.gov,http://louisville.gov,False,[]
louisvilleky.gov,City,Non-Federal Agency,Louisville Jefferson County Metro Government,Louisville,KY,cybersecurity@louisvilleky.gov,http://louisvilleky.gov,False,[]
louisvillene.gov,City,Non-Federal Agency,"City of Louisville, NE",Louisville,NE,(blank),http://louisvillene.gov,True,[]
louisvilleohio.gov,City,Non-Federal Agency,City of Louisville,Louisville,OH,policechief@louisvilleohio.org,http://louisvilleohio.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
louisvilletn.gov,City,Non-Federal Agency,Town of Louisville,Louisville,TN,manager@louisvilletn.gov,http://louisvilletn.gov,True,[]
lovejoy-ga.gov,City,Non-Federal Agency,City of Lovejoy,Lovejoy,GA,(blank),http://lovejoy-ga.gov,False,[]
lovelandoh.gov,City,Non-Federal Agency,City of Loveland,Loveland,OH,itnotifications@lovelandoh.gov,http://lovelandoh.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lovettsvilleva.gov,City,Non-Federal Agency,Town of Lovettsville,Lovettsville,VA,jneilssien@stsmsp.com,http://lovettsvilleva.gov,False,[]
lovingnm.gov,City,Non-Federal Agency,The Village of Loving,Loving,NM,gromine@r5llc.com,http://lovingnm.gov,False,[]
lowellarkansas.gov,City,Non-Federal Agency,City of Lowell,Lowell,AR,(blank),http://lowellarkansas.gov,False,[]
lowellma.gov,City,Non-Federal Agency,"City of Lowell, Massachusetts",Lowell,MA,mishelp@lowellma.gov,http://lowellma.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
lowellmi.gov,City,Non-Federal Agency,City of Lowell,Lowell,MI,(blank),http://lowellmi.gov,False,[]
lowerallowayscreek-nj.gov,City,Non-Federal Agency,Lower Alloways Creek Township,Hancocks Bridge,NJ,lactwp@lowerallowayscreek-nj.gov,http://lowerallowayscreek-nj.gov,True,[]
lowerchancefordtwppa.gov,City,Non-Federal Agency,Lower Chanceford Township,Airville,PA,dave@davebeckerdesign.com,http://lowerchancefordtwppa.gov,False,[]
